pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
HD 219134 f,HD 219134,1,6,2015,Multiple Observatories,22.717,0.015,-0.015,0,0.1463,0.0018,-0.0018,0,1.31,0.02,-0.02,-1,7.3,0.4,-0.4,-1,Mass,4699,16,-16,0,0.78,0.01,-0.01,0,0.81,0.03,-0.03,0,[Fe/H],4.57,0.02,-0.02,0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385
HD 219134 g,HD 219134,1,6,2015,Multiple Observatories,94.2,0.2,-0.2,0,0.3753,0.0004,-0.0004,0,3.28,,,0,10.80622,1.27132,-1.27132,0,Msini,4913,,,0,0.77,0.02,-0.02,0,0.79,0.04,-0.02,0,[Fe/H],4.51,,,0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385
HD 219134 h,HD 219134,1,6,2015,Roque de los Muchachos Observatory,2247,43,-43,0,3.11,0.04,-0.04,0,12.7,,,0,108.0622,6.3566,-6.3566,0,Msini,4913,,,0,0.77,0.02,-0.02,0,0.79,0.04,-0.02,0,[Fe/H],4.51,,,0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385
LTT 1445 A b,LTT 1445 A,3,2,2019,Transiting Exoplanet Survey Satellite (TESS),5.35876,0.00001,-0.00001,0,0.022,0.003,-0.003,0,1.18,0.06,-0.06,0,2.73,0.25,-0.23,0,Mass,3340,150,-150,0,0.27,0.01,-0.01,0,0.26,0.01,-0.01,0,[Fe/H],4.97,0.06,-0.06,0,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,0.003805,-0.003805
LTT 1445 A c,LTT 1445 A,3,2,2022,Transiting Exoplanet Survey Satellite (TESS),3.1239035,0.0000034,-0.0000036,0,0.02661,0.00047,-0.00049,0,1.147,0.055,-0.054,0,1.54,0.2,-0.19,0,Mass,3340,150,-150,0,0.27,0.01,-0.01,0,0.26,0.01,-0.01,0,[Fe/H],4.95,0.01,-0.01,0,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.86929,0.003805,-0.003805
GJ 393 b,GJ 393,1,1,2021,Multiple Observatories,7.02679,0.00082,-0.00085,0,0.05402,0.00072,-0.00072,0,1.17,,,0,1.71,0.24,-0.24,0,Msini,3579,51,-51,0,0.43,0.01,-0.01,0,0.43,0.02,-0.02,0,[Fe/H],4.88,0.07,-0.07,0,10h28m54.93s,157.2288672,+00d50m16.25s,0.8378485,7.03149,0.002485,-0.002485
GJ 667 C b,GJ 667 C,3,5,2012,La Silla Observatory,7.203,0.0019,-0.0019,0,0.050431,0.000004,-0.000004,0,2.25,,,0,5.68,0.23,-0.23,0,Msini,3350,50,-50,0,,,,,0.33,0.02,-0.02,0,[Fe/H],4.69,0.1,-0.1,0,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485
GJ 667 C c,GJ 667 C,3,5,2013,La Silla Observatory,28.14,0.053,-0.065,0,0.125,0.012,-0.013,0,1.77,,,0,3.8,1.5,-1.2,0,Msini,3350,50,-50,0,,,,,0.33,0.02,-0.02,0,[Fe/H],4.69,0.1,-0.1,0,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485
GJ 667 C e,GJ 667 C,3,5,2013,La Silla Observatory,62.24,0.55,-0.55,0,0.213,0.019,-0.022,0,1.45,,,0,2.7,1.6,-1.4,0,Msini,3350,50,-50,0,,,,,0.33,0.02,-0.02,0,[Fe/H],4.69,0.1,-0.1,0,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485
GJ 667 C f,GJ 667 C,3,5,2013,La Silla Observatory,39.026,0.194,-0.211,0,0.156,0.014,-0.017,0,1.45,,,0,2.7,1.4,-1.2,0,Msini,3350,50,-50,0,,,,,0.33,0.02,-0.02,0,[Fe/H],4.69,0.1,-0.1,0,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485
GJ 667 C g,GJ 667 C,3,5,2013,La Silla Observatory,256.2,13.8,-7.9,0,0.549,0.052,-0.058,0,1.99,,,0,4.6,2.6,-2.3,0,Msini,3350,50,-50,0,,,,,0.33,0.02,-0.02,0,[Fe/H],4.69,0.1,-0.1,0,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,0.00486,-0.00485
GJ 514 b,GJ 514,1,1,2022,Multiple Observatories,140.43,0.41,-0.41,0,0.422,0.014,-0.015,0,2.13,,,0,5.2,0.9,-0.9,0,Msini,3728,68,-68,0,0.5,0.05,-0.05,0,0.51,0.05,-0.05,0,[Fe/H],4.76,0.04,-0.04,0,13h30m00.97s,202.5040424,+10d22m21.14s,10.3725387,7.61778,0.003175,-0.003175
GJ 1151 c,GJ 1151,1,1,2023,Multiple Facilities,389.7,5.4,-6.5,0,0.5714,0.0053,-0.0064,0,3.25,,,0,10.62,1.31,-1.47,0,Msini,3280,40,-40,0,0.18,0,0,0,0.16,0.01,-0.01,0,[Fe/H],5.09,0.09,-0.09,0,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.03625,0.00772,-0.00771
GJ 486 b,GJ 486,1,1,2021,Calar Alto Observatory,1.4671205,0.0000012,-0.0000011,0,0.01713,0.00091,-0.00098,0,1.343,0.063,-0.062,0,3,0.13,-0.13,0,Mass,3291,75,-75,0,0.34,0.02,-0.02,0,0.33,0.02,-0.02,0,[Fe/H],4.82,0.12,-0.12,0,12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,8.07426,0.004095,-0.004095
Gl 686 b,Gl 686,1,1,2018,Roque de los Muchachos Observatory,15.53,0.0011,-0.0011,0,0.091,0.001,-0.001,0,2.46,,,0,6.624,0.432,-0.432,0,Msini,3656,51,-51,0,0.43,0.01,-0.01,0,0.43,0.02,-0.02,0,[Fe/H],4.87,0.07,-0.07,0,17h37m54.36s,264.4764878,+18d35m45.42s,18.5959509,8.15728,0.00232,-0.00232
61 Vir b,61 Vir,1,3,2009,Multiple Observatories,4.215,0.0006,-0.0006,0,0.050201,0.000005,-0.000005,0,2.11,,,0,5.1,0.5,-0.5,0,Msini,5577,33,-33,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173
61 Vir c,61 Vir,1,3,2009,Multiple Observatories,38.021,0.034,-0.034,0,0.2175,0.0001,-0.0001,0,4.46,,,0,18.2,1.1,-1.1,0,Msini,5577,33,-33,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173
61 Vir d,61 Vir,1,3,2009,Multiple Observatories,123.01,0.55,-0.55,0,0.476,0.001,-0.001,0,5.11,,,0,22.9,2.6,-2.6,0,Msini,5577,33,-33,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,[Fe/H],4.34,0.03,-0.03,0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173
CD Cet b,CD Cet,1,1,2020,Calar Alto Observatory,2.2907,0.00012,-0.00012,0,0.0185,0.0013,-0.0013,0,1.82,,,0,3.95,0.42,-0.43,0,Msini,3130,51,-51,0,0.17,0.01,-0.01,0,0.16,0.01,-0.01,0,[Fe/H],4.93,0.04,-0.04,0,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.60715,0.00658,-0.00658
HD 192310 b,HD 192310,1,2,2011,La Silla Observatory,74.72,0.1,-0.1,0,0.32,0.005,-0.005,0,4.27,,,0,16.9,0.9,-0.9,0,Msin(i)/sin(i),5166,49,-49,0,0.86,0.02,-0.02,0,0.8,,,0,[Fe/H],4.51,0.09,-0.09,0,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.79687,0.00925,-0.00924
HD 192310 c,HD 192310,1,2,2011,La Silla Observatory,525.8,9.2,-9.2,0,1.18,0.025,-0.025,0,5.25,,,0,24,5,-5,0,Msin(i)/sin(i),5166,49,-49,0,0.81,0.02,-0.01,0,0.8,,,0,[Fe/H],4.51,0.09,-0.09,0,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.79687,0.00925,-0.00924
GJ 849 b,GJ 849,1,2,2006,W. M. Keck Observatory,1925.31,6.5,-6.5,0,2.32,0.11,-0.13,0,13.9,,,0,283.82077,29.87587,-30.82936,0,Msini,3467,68,-68,0,0.45,0.07,-0.07,0,0.45,0.07,-0.07,0,[Fe/H],4.8,0.07,-0.07,0,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.80058,0.003615,-0.003615
GJ 849 c,GJ 849,1,2,2014,W. M. Keck Observatory,5990,110,-100,0,4.95,0.25,-0.28,0,13.8,,,0,314.65012,34.96112,-34.96112,0,Msini,3467,68,-68,0,0.45,0.07,-0.07,0,0.45,0.07,-0.07,0,[Fe/H],4.8,0.07,-0.07,0,22h09m41.52s,332.4229938,-04d38m26.99s,-4.6408317,8.80058,0.003615,-0.003615
GJ 433 b,GJ 433,1,3,2011,La Silla Observatory,7.3705,0.0005,-0.0005,0,0.062,0.002,-0.002,0,2.33,,,0,6.043,0.597,-0.597,0,Msini,3461,150,-150,0,0.5,0.04,-0.04,0,0.48,,,0,[Fe/H],4.81,0.14,-0.14,0,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367
GJ 433 c,GJ 433,1,3,2014,Multiple Observatories,5094.105,608.617,-608.617,0,4.819,0.417,-0.417,0,6.27,,,0,32.422,6.329,-6.329,0,Msini,3472,,,0,0.47,0.01,-0.01,0,0.48,,,0,[Fe/H],4.76,0.01,-0.01,0,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367
GJ 433 d,GJ 433,1,3,2020,Multiple Facilities,36.059,0.016,-0.016,0,0.178,0.006,-0.006,0,2.14,,,0,5.223,0.921,-0.921,0,Msini,3461,150,-150,0,0.47,0.01,-0.01,0,0.48,,,0,[Fe/H],4.76,0.01,-0.01,0,11h35m26.86s,173.8619194,-32d32m37.07s,-32.5436302,9.06456,0.00367,-0.00367
HD 102365 b,HD 102365,2,1,2010,Anglo-Australian Telescope,122.1,0.3,-0.3,0,0.46,0.04,-0.04,0,4.14,,,0,16,2.6,-2.6,0,Msini,5630,,,0,0.95,0.06,-0.05,0,0.85,,,0,[Fe/H],4.57,,,0,11h46m28.99s,176.6208003,-40d29m55.04s,-40.4986211,9.2894,0.01424,-0.0142
GJ 367 b,GJ 367,1,3,2021,Transiting Exoplanet Survey Satellite (TESS),0.3219225,0.0000002,-0.0000002,0,0.00709,0.00027,-0.00027,0,0.699,0.024,-0.024,0,0.633,0.05,-0.05,0,Mass,3522,70,-70,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,[Fe/H],4.78,0.03,-0.03,0,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835
GJ 367 c,GJ 367,1,3,2023,La Silla Observatory,11.5301,0.0078,-0.0078,0,,,,,1.86,,,0,4.13,0.36,-0.36,0,Msini,3522,70,-70,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,[Fe/H],4.78,0.03,-0.03,0,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835
GJ 367 d,GJ 367,1,3,2023,La Silla Observatory,34.369,0.073,-0.073,0,,,,,2.33,,,0,6.03,0.49,-0.49,0,Msini,3522,70,-70,0,0.46,0.01,-0.01,0,0.46,0.01,-0.01,0,[Fe/H],4.78,0.03,-0.03,0,09h44m29.15s,146.121464,-45d46m44.46s,-45.7790165,9.41263,0.002835,-0.002835
GJ 357 b,GJ 357,1,3,2019,Transiting Exoplanet Survey Satellite (TESS),3.9306,0.000002,-0.000002,0,0.036,0.0004,-0.0004,0,1.2,0.06,-0.06,0,1.84,0.31,-0.31,0,Mass,3505,51,-51,0,0.34,0.02,-0.02,0,0.34,0.01,-0.01,0,[Fe/H],4.94,0.07,-0.07,0,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,0.00511,-0.00511
GJ 357 c,GJ 357,1,3,2019,Multiple Observatories,9.1247,0.0011,-0.001,0,0.061,0.004,-0.004,0,1.66,,,0,3.4,0.46,-0.46,0,Msini,3505,51,-51,0,0.34,0.02,-0.02,0,0.34,0.01,-0.01,0,[Fe/H],4.94,0.07,-0.07,0,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,0.00511,-0.00511
GJ 357 d,GJ 357,1,3,2019,Multiple Observatories,55.661,0.055,-0.055,0,0.204,0.015,-0.015,0,2.34,,,0,6.1,1,-1,0,Msini,3505,51,-51,0,0.34,0.02,-0.02,0,0.34,0.01,-0.01,0,[Fe/H],4.94,0.07,-0.07,0,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181,0.00511,-0.00511
HD 285968 b,HD 285968,1,1,2008,La Silla Observatory,8.7836,0.0054,-0.0054,0,0.066,,,0,2.83,,,0,8.4,,,0,Msini,3703.49,32.13,-32.13,0,0.48,0.01,-0.01,0,0.5,,,0,[Fe/H],4.75,0.01,-0.01,0,04h42m56.49s,70.7353853,+18d57m12.09s,18.953358,9.47045,0.006325,-0.006325
GJ 3512 b,GJ 3512,1,2,2019,Calar Alto Observatory,203.69,0.09,-0.02,0,0.337,0.001,-0.001,0,14.3,,,0,146.20107,6.35657,-3.17828,0,Msini,3081,51,-51,0,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,[Fe/H],5.16,0.04,-0.04,0,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.48637,0.00857,-0.00856
GJ 3512 c,GJ 3512,1,2,2020,Multiple Observatories,1599.6,1.1,-0.8,0,1.292,0.003,-0.003,0,9.32,,,0,63.56568,3.17828,-3.17828,0,Msini,3081,51,-51,0,0.14,0.01,-0.01,0,0.12,0.01,-0.01,0,[Fe/H],5.16,0.04,-0.04,0,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364,9.48637,0.00857,-0.00856
Wolf 1069 b,Wolf 1069,1,1,2023,Calar Alto Observatory,15.564,0.015,-0.015,0,0.0672,0.0014,-0.0014,0,1.08,,,0,1.26,0.21,-0.21,0,Msini,3158,54,-54,0,0.18,0.01,-0.01,0,0.17,0.01,-0.01,0,[Fe/H],4.93,0.06,-0.06,0,20h26m05.82s,306.5242477,+58d34m31.10s,58.5753044,9.58341,0.00485,-0.00485
GJ 680 b,GJ 680,2,1,2022,Multiple Observatories,17281.66514,4832.84502,-3919.17991,0,10.138,1.836,-1.696,0,12,,,0,7977.49302,1957.18733,-3543.46891,0,Mass,3563,157,-157,0,0.46,0.01,-0.01,0,0.46,0.05,-0.05,0,,4.77,0.01,-0.01,0,17h35m13.73s,263.8072214,-48d40m43.83s,-48.6788427,9.67315,0.005135,-0.005135
AU Mic b,AU Mic,1,3,2020,Transiting Exoplanet Survey Satellite (TESS),8.4629991,,,0,0.0645,0.0013,-0.0013,0,3.957,0.146,-0.146,0,20.12,1.57,-1.72,0,Mass,3665,31,-31,0,0.82,0.02,-0.02,0,0.5,0.03,-0.03,0,[M/H],4.4,0.03,-0.03,0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625
AU Mic c,AU Mic,1,3,2021,Transiting Exoplanet Survey Satellite (TESS),18.858991,,,0,0.1101,0.002,-0.002,0,3.24,0.16,-0.16,0,9.6,2.07,-2.31,0,Mass,3665,31,-31,0,0.82,0.02,-0.02,0,0.5,0.03,-0.03,0,[M/H],4.4,0.03,-0.03,0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625
AU Mic d,AU Mic,1,3,2023,Multiple Observatories,12.73596,0.00793,-0.00793,0,,,,,1.02,,,0,1.053,0.511,-0.511,0,Mass,3678,90,-88,0,0.74,0.02,-0.02,0,0.51,0.03,-0.03,0,[Fe/H],4.4,0.03,-0.03,0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625
GJ 436 b,GJ 436,1,1,2004,W. M. Keck Observatory,2.64388312,0.00000057,-0.00000057,0,0.0291,0.0015,-0.0015,0,4.17,0.168,-0.168,0,22.1,2.3,-2.3,0,Mass,3586.11,36.37,-36.37,0,0.46,0.02,-0.02,0,0.47,0.07,-0.07,0,[Fe/H],4.79,0.05,-0.04,0,11h42m12.13s,175.5505363,+26d42m11.04s,26.7030669,9.75321,0.00898,-0.00896
Gl 49 b,Gl 49,2,1,2019,Multiple Observatories,13.8508,0.0053,-0.0051,0,0.0905,0.0011,-0.0011,0,2.24,,,0,5.63,0.67,-0.68,0,Msini,3805,51,-51,0,0.51,0.02,-0.02,0,0.52,0.02,-0.02,0,[Fe/H],4.69,0.07,-0.07,0,01h02m40.50s,15.6687321,+62d20m43.58s,62.3454386,9.8528,0.00328,-0.00328
GJ 3988 b,GJ 3988,1,1,2023,Calar Alto Observatory,6.9442,0.001,-0.001,0,0.0405,0.0011,-0.0012,0,1.74,,,0,3.69,0.42,-0.41,0,Msini,3273,101,-101,0,0.2,0.01,-0.01,0,0.18,0.02,-0.02,0,[Fe/H],4.92,0.14,-0.14,0,17h03m24.09s,255.8503747,+51d24m32.33s,51.4089795,9.9105,0.00416,-0.00416
HD 260655 b,HD 260655,1,2,2022,Transiting Exoplanet Survey Satellite (TESS),2.76953,0.00003,-0.00003,0,0.02933,0.00024,-0.00024,0,1.24,0.023,-0.023,0,2.14,0.34,-0.34,0,Mass,3803,10,-10,0,0.44,0,0,0,0.44,0.01,-0.01,0,[Fe/H],5.2,0.07,-0.07,0,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055,0.00505,-0.00505
HD 260655 c,HD 260655,1,2,2022,Transiting Exoplanet Survey Satellite (TESS),5.70588,0.00007,-0.00007,0,0.04749,0.00039,-0.00039,0,1.533,0.051,-0.046,0,3.09,0.48,-0.48,0,Mass,3803,10,-10,0,0.44,0,0,0,0.44,0.01,-0.01,0,[Fe/H],5.2,0.07,-0.07,0,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055,0.00505,-0.00505
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,2012,W. M. Keck Observatory,,,,,8,1.3,-1.3,0,10.468,0.327,-0.327,0,6992,636,-636,0,Mass,575,25,-25,0,0.09,0,0,0,0.03,0.01,-0.01,0,,5,0.1,-0.1,0,12h17m56.91s,184.487125,+16d26m40.2s,16.4445,10.1,1.9,-1.4
L 363-38 b,L 363-38,1,1,2023,Paranal Observatory,8.781,0.007,-0.007,0,0.048,0.006,-0.006,0,2,,,0,4.67,0.43,-0.43,0,Msini,3129,6,-6,0,0.27,,,0,0.21,0.01,-0.01,0,,4.97,,,0,00h43m25.33s,10.8555443,-41d17m43.05s,-41.2952926,10.2295,0.0086,-0.0086
GJ 1265 b,GJ 1265,1,1,2018,Calar Alto Observatory,3.6511,0.0012,-0.0012,0,0.026,0.001,-0.001,0,2.63,,,0,7.4,0.5,-0.5,0,Msini,3236,51,-51,0,0.19,0.01,-0.01,0,0.18,0.02,-0.02,0,[Fe/H],5.09,0.07,-0.07,0,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525,0.0075,-0.0076
HD 62509 b,HD 62509,1,1,2006,Multiple Observatories,589.64,0.81,-0.81,0,1.64,0.27,-0.27,0,13.3,,,0,731,140,-140,0,Msini,4892.63,10.22,-10.22,0,8.9,0.4,-0.4,0,2,0.1,0,0,[M/H],2.78,0.07,-0.07,0,07h45m18.92s,116.328824,+28d01m34.06s,28.026127,10.34,0.09,-0.09
GJ 649 b,GJ 649,1,1,2009,W. M. Keck Observatory,600.1,1.7,-1.7,0,1.112,0.035,-0.037,0,10.8,,,0,81.99973,7.31005,-6.99222,0,Msini,3734,68,-68,0,0.5,0.05,-0.05,0,0.51,0.05,-0.05,0,[Fe/H],4.76,0.04,-0.04,0,16h58m08.72s,254.5363221,+25d44m31.10s,25.7419719,10.3796,0.00335,-0.00335
GJ 536 b,GJ 536,1,1,2016,La Silla Observatory,8.7076,0.0022,-0.0025,0,0.06661,0.000011,-0.000013,0,2.17,,,0,5.36,0.69,-0.62,0,Msini,3685,68,-68,0,0.5,0.05,-0.05,0,0.52,0.05,-0.05,0,[Fe/H],4.75,0.04,-0.04,0,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,10.4092,0.00955,-0.00955
HIP 48714 b,HIP 48714,1,1,2020,Multiple Observatories,17.818,0.002,-0.002,0,0.112,0.001,-0.001,0,5.11,,,0,22.9,2.8,-2.8,0,Msini,4015.5,166.5,-128.4,0,0.6,0.02,-0.02,0,0.58,0.02,-0.02,0,,4.66,0.01,-0.01,0,09h56m07.98s,149.0332672,+62d47m09.42s,62.7859505,10.5298,0.0043,-0.0043
L 98-59 b,L 98-59,1,4,2019,Transiting Exoplanet Survey Satellite (TESS),2.2531136,0.0000012,-0.0000015,0,0.02191,0.0008,-0.00084,0,0.85,0.061,-0.047,0,0.4,0.16,-0.15,0,Mass,3415,135,-135,0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,[Fe/H],4.86,0.13,-0.13,0,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032
L 98-59 c,L 98-59,1,4,2019,Transiting Exoplanet Survey Satellite (TESS),3.6906777,0.0000016,-0.0000026,0,0.0304,0.0011,-0.0012,0,1.385,0.095,-0.075,0,2.22,0.26,-0.25,0,Mass,3415,135,-135,0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,[Fe/H],4.86,0.13,-0.13,0,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032
L 98-59 d,L 98-59,1,4,2019,Transiting Exoplanet Survey Satellite (TESS),7.4507245,0.0000081,-0.0000046,0,0.0486,0.0018,-0.0019,0,1.521,0.119,-0.098,0,1.94,0.28,-0.28,0,Mass,3415,135,-135,0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,[Fe/H],4.86,0.13,-0.13,0,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032
L 98-59 e,L 98-59,1,4,2021,Multiple Observatories,12.796,0.02,-0.019,0,0.0717,0.006,-0.0048,0,1.56,,,0,3.06,0.33,-0.37,0,Msini,3415,135,-135,0,0.3,0.03,-0.02,0,0.27,0.03,-0.03,0,[Fe/H],4.86,0.13,-0.13,0,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032
HD 147379 b,HD 147379,2,1,2017,Calar Alto Observatory,86.58,0.14,-0.14,0,0.3193,0.0002,-0.0002,0,4.94,,,0,21.6,1.1,-1.1,0,Msini,4090,50,-50,0,0.63,0.01,-0.01,0,0.58,0.08,-0.08,0,[Fe/H],4.61,0.01,-0.01,0,16h16m41.42s,244.1725686,+67d14m21.13s,67.2392041,10.7643,0.00365,-0.00365
GJ 86 b,GJ 86,2,1,1999,La Silla Observatory,15.76491,0.00039,-0.00039,0,0.11,0,0,0,12.9,,,0,1404.8086,63.566,-63.566,0,Msini,5182,11,-11,0,0.77,0.01,-0.01,0,0.93,0.06,-0.06,0,[Fe/H],4.63,0.02,-0.02,0,02h10m29.39s,32.6224785,-50d49m15.58s,-50.8209945,10.7836,0.0054,-0.0053
COCONUTS-2 b,COCONUTS-2 A,1,1,2021,NASA Infrared Telescope Facility (IRTF),402000000,470000000,-100000000,0,7506,5205,-2060,0,12.442,0.336,-0.336,0,2002.31896,476.74261,-603.87397,0,Mass,3406,69,-69,0,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,[Fe/H],4.83,0.03,-0.03,0,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864,0.0041,-0.0042
HD 115404 A b,HD 115404 A,1,2,2022,Multiple Observatories,10.49488,0.00141,-0.00167,0,0.088,0.003,-0.004,0,6.09,,,0,30.82936,6.35657,-6.99222,0,Msini,5019.17,117.04,-179.14,0,0.73,0.07,-0.04,0,0.83,0.1,-0.1,0,[M/H],4.63,0.12,-0.09,0,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,10.9816,0.0044,-0.0044
HD 115404 A c,HD 115404 A,1,2,2022,Multiple Observatories,15319.22517,7240.32595,-3541.36457,0,11.364,3.301,-1.905,0,12.5,,,0,3279.67133,468.16124,-384.25454,0,Mass,5019.17,117.04,-179.14,0,0.73,0.07,-0.04,0,0.83,0.1,-0.1,0,[M/H],4.63,0.12,-0.09,0,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,10.9816,0.0044,-0.0044
GJ 1148 b,GJ 1148,1,2,2010,W. M. Keck Observatory,41.38,0.002,-0.001,0,0.166,0.001,-0.001,0,11.9,,,0,96.7,1.41,-1.02,0,Msini,3287,157,-157,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,[Fe/H],4.87,0,0,0,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,0.0064,-0.0065
GJ 1148 c,GJ 1148,1,2,2017,Calar Alto Observatory,532.58,4.14,-2.52,0,0.912,0.005,-0.002,0,9.71,,,0,68.06,4.91,-2.19,0,Msini,3287,157,-157,0,0.36,0.01,-0.01,0,0.34,0.02,-0.02,0,[Fe/H],4.87,0,0,0,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,0.0064,-0.0065
GJ 740 b,GJ 740,1,1,2021,Multiple Observatories,2.37756,0.00013,-0.00011,0,0.029,0.001,-0.001,0,1.53,,,0,2.96,0.5,-0.48,0,Msini,3913,51,-51,0,0.56,0.06,-0.06,0,0.58,0.06,-0.06,0,[Fe/H],4.68,0.07,-0.07,0,18h57m59.93s,284.4997178,+05d54m10.32s,5.902867,11.1017,0.00605,-0.00605
HD 3651 b,HD 3651,1,1,2003,Multiple Observatories,62.25,0.004,-0.004,0,0.295,0.029,-0.029,0,10.1,,,0,72.46524,3.49613,-3.49613,0,Msini,5221,,,0,0.87,0.02,-0.02,0,0.8,,,0,[M/H],4.45,,,0,00h39m21.29s,9.8387218,+21d14m55.98s,21.2488844,11.1336,0.0073,-0.0072
Ross 508 b,Ross 508,1,1,2022,Subaru Telescope,10.77,0.01,-0.01,0,0.05366,0.00056,-0.00049,0,1.83,,,0,4,0.53,-0.55,0,Msini,3071,34,-22,0,0.21,0.01,-0.01,0,0.18,0,0,0,[Fe/H],5.04,0.03,-0.03,0,15h23m50.71s,230.9613022,+17d27m37.92s,17.4605347,11.2103,0.0107,-0.0107
Ross 458 c,Ross 458,2,1,2010,Las Campanas Observatory,,,,,1100,,,-1,14.011,,,0,1906.98,,,0,Mass,3965.42,89.23,-150.75,0,0.56,0.02,-0.02,0,0.56,0.02,-0.02,0,,4.68,0.01,-0.01,0,13h00m45.89s,195.1912147,+12d22m32.16s,12.3755996,11.5094,0.02025,-0.02025
